0,0222	-2,5444	92%	7,6	307
-0,0222	-3,1833	92%	9,5	327
-0,0222	-2,2611	92%	6,6	317
-0,0611	-0,0611	92%	3,8	318
-0,0722	-2,3278	92%	6,6	318
-0,1167	-2,3889	92%	6,6	318
-3,6056	-5,8500	92%	5,4	35
-0,6500	-2,8833	96%	6,3	320
-0,6500	-2,8222	92%	6,2	349
-0,6056	-0,6056	93%	3,2	344
-0,6500	-0,6500	96%	3,3	14
-0,6500	-0,6500	92%	3,3	22
-0,1722	-0,1722	87%	4,2	56
-0,1444	-3,2611	86%	9,2	58
-0,1667	-2,7389	86%	7,5	80
-0,1500	-2,9667	87%	8,2	89
-0,1389	-2,8111	86%	7,8	107
-0,0944	-2,7500	85%	7,8	105
-0,0889	-2,4389	86%	6,9	131
-0,1389	-3,1833	83%	9,0	126
-0,1389	-3,2556	83%	9,2	106
-0,1222	-2,6722	82%	7,4	98
-0,1389	-2,8833	83%	8,0	68
-1,1611	-4,0722	89%	8,0	67
-2,1222	-5,4611	95%	8,8	58
-2,1556	-5,2389	89%	8,0	59
-2,1556	-4,7000	92%	6,5	59
-3,2333	-5,8444	93%	6,3	49
-3,7722	-6,6556	96%	6,7	40
-4,3278	-7,3222	96%	6,8	49
-3,6444	-6,0222	84%	5,6	359
-4,8389	-7,8389	96%	6,6	50
-5,3222	-8,2333	92%	6,2	42
-5,1722	-7,6056	92%	5,3	31
-4,8333	-6,9833	92%	4,9	23
-3,8167	-7,1167	92%	7,8	49
-4,1333	-7,3444	99%	7,4	57
-2,8222	-2,8222	92%	4,7	60
-2,7500	-5,8389	92%	7,7	42
-2,3000	-6,3000	89%	10,9	33
-2,1722	-6,1333	81%	10,9	41
-2,1278	-6,3944	81%	12,1	31
-2,0111	-5,8500	80%	10,5	16
-2,1056	-5,6333	80%	9,4	33
-2,1278	-6,0722	80%	10,9	22
-2,1222	-5,9222	80%	10,3	56
-2,2000	-2,2000	81%	4,8	58
-2,7333	-4,6056	78%	4,9	37
-2,6889	-2,6889	84%	4,5	25
-2,7556	-2,7556	78%	1,9	75
-2,7556	-5,3500	81%	6,4	43
-3,2444	-7,2444	84%	10,3	41
-3,2889	-5,9389	85%	6,3	33
-3,2889	-5,6833	85%	5,8	50
-4,1167	-4,1167	87%	2,5	224
-3,2889	-3,2889	81%	3,5	34
-3,3333	-3,3333	81%	2,8	320
-3,3333	-3,3333	82%	3,1	357
-2,8278	-2,8278	78%	3,2	320
-3,8444	-3,8444	84%	1,8	88
-3,8056	-3,8056	84%	4,2	314
-3,7944	-3,7944	83%	2,9	245
-3,7944	-3,7944	84%	3,2	203
-3,7444	-3,7444	84%	0,2	144
-3,7722	-3,7722	84%	2,8	282
-2,7556	-2,7556	72%	0,6	184
-3,7444	-3,7444	79%	3,0	41
-2,7556	-2,7556	71%	1,5	273
-3,7722	-3,7722	78%	2,7	26
-3,7444	-3,7444	83%	1,7	228
-3,7944	-3,7944	78%	0,4	175
-3,7944	-3,7944	84%	1,4	265
-3,7944	-3,7944	84%	1,8	61
-3,7944	-3,7944	84%	4,4	75
-3,7944	-3,7944	84%	4,5	174
-3,8111	-3,8111	84%	2,0	221
-3,8167	-3,8167	84%	3,4	133
-4,3278	-4,3278	87%	3,5	183
-2,1444	-6,9944	91%	14,8	148
-4,3278	-4,3278	88%	3,5	175
-4,3278	-7,2111	88%	6,5	186
-4,3889	-6,8778	88%	5,7	160
-4,9056	-8,4944	92%	8,0	189
-4,9056	-9,0444	91%	9,6	177
-4,8389	-9,0056	92%	9,8	164
-4,9056	-9,5667	91%	11,4	133
-3,8889	-7,4333	84%	8,4	159
-3,9222	-8,7111	85%	12,7	155
-3,8167	-8,9889	84%	14,5	149
-3,8167	-8,9833	91%	14,4	168
-3,7611	-8,5667	91%	12,9	162
-2,7778	-8,3111	85%	17,6	140
-3,7944	-9,2222	92%	15,7	158
-3,7056	-9,0944	92%	15,6	136
-3,8222	-9,5556	92%	17,3	130
-3,7722	-9,5167	92%	17,4	139
-3,6944	-9,0000	92%	15,2	129
-3,7722	-8,9167	92%	14,4	139
-3,2667	-7,5222	88%	11,2	157
-3,1167	-7,9556	92%	13,7	136
-2,7333	-7,6222	88%	14,3	148
-2,2222	-7,5667	88%	17,2	140
1,2278	-2,6444	87%	13,7	277
-0,6000	-5,5111	92%	17,0	150
0,4889	-4,6444	96%	20,3	160
1,2389	-3,6056	92%	19,6	160
2,1778	-2,5333	85%	20,4	160
2,2222	-2,0500	92%	17,4	171
2,8333	-1,6389	90%	19,9	172
2,3167	-1,1222	92%	12,7	173
2,8056	-1,8833	96%	21,5	171
3,8167	0,6778	92%	12,9	184
2,8278	-0,4667	99%	12,5	222
2,8500	-0,6944	99%	13,9	213
3,8556	1,5889	92%	8,8	233
3,8889	2,7722	92%	5,2	256
2,8444	1,5278	95%	5,3	271
2,9056	1,5944	95%	5,3	276
2,2667	0,0167	92%	7,7	306
2,2444	-0,8000	92%	10,8	326
1,7556	-1,2778	91%	10,3	310
1,2056	-1,8167	92%	9,8	288
0,6722	-1,4833	95%	6,7	246
0,6667	-1,5778	92%	6,9	235
0,1444	-3,3500	95%	10,9	225
0,6944	-2,8556	91%	11,6	244
-4,2111	-8,6167	88%	11,0	295
2,2667	-2,4778	82%	20,9	290
2,2222	-2,5278	82%	20,8	300
1,6944	-3,5500	83%	23,6	309
1,1111	-4,8500	85%	28,5	310
1,0611	-4,7444	78%	26,9	310
0,1389	-5,7833	85%	25,6	320
-0,0500	-6,3556	82%	28,5	320
-1,1111	-7,8444	81%	29,5	321
-0,9778	-7,1778	80%	25,3	322
-1,0667	-6,9167	80%	22,4	321
-0,9722	-6,7556	80%	22,1	320
-0,8722	-5,6389	74%	15,9	321
-0,9944	-5,8222	74%	16,1	320
-1,0167	-5,9056	74%	16,4	319
-0,1389	-3,7222	69%	11,0	313
-1,1111	-5,3389	69%	12,9	310
-2,2222	-5,9389	75%	9,9	292
-2,6444	-6,6500	77%	10,7	290
-2,8278	-6,6389	78%	9,9	292
-3,8667	-8,2222	81%	11,1	290
-3,7722	-7,9833	81%	10,6	305
-4,9333	-7,9556	84%	6,6	278
-5,4444	-8,6167	84%	6,8	281
-1,7333	-3,4556	85%	4,8	146
-5,4889	-8,6000	84%	6,6	288
-5,4833	-10,1167	84%	10,9	308
-5,4444	-8,5667	85%	6,6	296
-4,9500	-8,5944	84%	8,2	299
-3,8889	-3,8889	78%	3,5	306
-3,8389	-3,8389	81%	1,7	341
-3,7944	-3,7944	84%	1,2	54
-2,7556	-2,7556	85%	4,6	193
-2,1000	-2,1000	76%	2,2	192
-2,0444	-2,0444	80%	4,6	209
-0,9556	-0,9556	75%	3,0	176
0,0944	0,0944	75%	3,0	182
0,1556	-2,4556	75%	7,7	129
0,1333	-3,3833	81%	11,0	129
-0,8167	-4,4444	87%	10,7	131
-1,0444	-5,1611	88%	12,5	139
-1,0667	-5,5278	88%	14,1	149
-1,0278	-5,0944	89%	12,3	139
-1,0889	-5,6000	88%	14,3	129
-1,1111	-5,6000	86%	14,2	130
-1,0444	-4,7389	86%	10,7	147
-1,0889	-4,8944	85%	11,1	138
-1,1111	-4,9056	86%	11,1	129
0,3056	0,3056	92%	1,1	3
-1,1556	-4,9167	88%	10,9	139
-1,1778	-4,9056	88%	10,8	137
-1,2167	-4,8222	89%	10,3	156
-2,1944	-5,2889	96%	8,0	150
-2,7278	-2,7278	92%	1,5	10
-2,6389	-5,4278	93%	6,9	172
-2,1500	-5,7611	96%	9,7	213
-1,0833	-3,9500	92%	7,9	260
0,1056	-1,6667	91%	5,5	229
2,2000	-0,5944	85%	9,7	261
3,8389	0,4278	82%	14,4	271
4,9278	1,5500	71%	15,8	287
6,1778	3,3167	60%	14,3	299
6,2000	5,3444	64%	5,3	300
3,3500	3,3500	73%	2,3	198
1,3000	-1,1056	84%	7,7	200
1,2556	-1,2833	84%	8,1	182
0,2611	-1,4056	91%	5,3	196
0,1444	-2,5778	91%	8,1	211
0,1722	-3,3444	91%	11,0	213
0,6444	-1,3833	91%	6,3	225
0,5667	0,5667	89%	3,6	234
0,5667	0,5667	92%	3,8	234
-9,4833	-17,9444	71%	24,2	9
0,5833	-1,7000	92%	7,0	224
1,1833	-2,7611	92%	14,0	223
1,1833	1,1833	92%	3,5	225
2,1778	-1,2667	85%	12,6	272
2,1500	-0,6556	85%	9,7	282
2,0167	-0,3944	86%	8,1	297
1,0889	-1,4611	92%	8,1	292
1,1778	-3,0167	92%	15,4	321
2,2056	-0,8389	86%	10,8	344
1,1722	-2,7889	91%	14,1	353
0,1278	-5,0722	91%	20,1	12
-0,4778	-5,8333	91%	20,1	46
-1,9889	-8,5833	80%	26,1	21
-2,5889	-9,3667	71%	26,2	48
-4,4167	-11,9000	75%	27,5	29
-5,9833	-14,6444	69%	33,2	31
-7,0444	-15,6944	74%	30,4	31
-6,9667	-15,9722	74%	33,5	29
-7,2056	-15,2556	67%	25,7	12
-8,3167	-17,0722	69%	28,3	12
-9,7167	-19,4778	66%	32,6	12
-10,5167	-19,9611	69%	28,6	21
-11,5333	-21,7167	65%	31,6	12
-11,5833	-16,8722	74%	9,3	7
-11,5556	-21,2556	63%	28,2	11
-12,1111	-21,5556	65%	25,6	11
-12,5500	-21,7500	63%	23,6	2
-12,6444	-21,9222	60%	23,8	2
-12,6667	-21,4000	68%	21,0	11
-12,7333	-22,0944	63%	24,2	19
-12,7111	-21,7778	48%	22,6	20
-12,6889	-21,9778	55%	23,8	40
-12,5778	-20,9667	63%	19,4	47
-12,6389	-19,9278	69%	14,8	32
-12,1056	-19,5056	65%	15,7	12
-11,1222	-17,8222	67%	14,0	19
-10,0444	-16,3167	67%	13,3	30
-10,0000	-16,1389	67%	12,8	23
-10,0444	-16,0000	72%	12,2	14
-10,0222	-16,1167	73%	12,7	31
-10,1167	-15,7389	73%	11,1	20
-10,9500	-15,9056	79%	8,8	2
-11,1389	-11,1389	80%	4,6	0
-10,1889	-15,8167	73%	11,0	20
-10,6278	-14,4667	77%	6,5	7
-11,2111	-15,2222	76%	6,6	10
-11,2333	-17,0778	76%	11,1	1
-12,7000	-12,7000	86%	3,4	329
-12,3167	-16,5889	80%	6,8	19
-12,8056	-16,8000	76%	6,1	39
-13,0167	-16,6167	78%	5,4	62
-13,4000	-17,6944	80%	6,5	23
-13,9333	-13,9333	83%	4,8	39
-14,0333	-19,0056	83%	7,6	38
-12,8889	-16,2944	83%	5,2	51
-11,2056	-15,8278	74%	7,9	115
-9,9889	-9,9889	74%	2,6	149
-7,8722	-7,8722	67%	2,8	222
-7,2444	-7,2444	67%	4,1	238
-7,2278	-11,6389	67%	9,2	154
-7,1278	-7,1278	67%	4,6	169
-7,1722	-7,1722	64%	3,3	135
-7,8056	-11,4722	69%	7,0	199
-8,9389	-8,9389	77%	0,6	42
-10,0722	-10,0722	84%	2,7	293
-11,0611	-11,0611	86%	3,1	325
-11,2222	-15,7722	87%	7,7	341
-11,3111	-11,3111	84%	3,2	321
-11,8667	-11,8667	86%	1,8	26
-12,4000	-12,4000	87%	3,2	341
-12,4222	-12,4222	87%	3,2	350
-11,1000	-16,2056	82%	9,1	108
-13,0000	-13,0000	87%	3,1	323
-13,0000	-13,0000	87%	3,1	320
-13,5778	-13,5778	87%	2,4	272
-14,0667	-14,0667	90%	3,0	342
-14,0889	-14,0889	91%	1,6	330
-14,0222	-14,0222	91%	2,9	130
-12,4944	-12,4944	87%	3,2	110
-9,0222	-9,0222	84%	0,0	0
-7,8500	-7,8500	78%	2,8	226
-7,1722	-9,8056	79%	5,2	211
-7,0833	-7,0833	66%	1,7	278
-5,9278	-5,9278	61%	1,7	241
-4,9500	-4,9500	57%	3,6	186
-5,9944	-10,2222	61%	9,3	152
-6,9389	-10,6500	66%	7,5	154
-7,7333	-10,3444	70%	5,0	139
-7,8222	-7,8222	70%	3,7	137
-8,8722	-12,8000	78%	7,2	137
-9,0000	-13,1778	78%	7,7	131
-9,5056	-13,0222	80%	6,2	130
-10,5556	-14,2222	85%	6,2	122
-10,6500	-10,6500	84%	3,3	128
-10,1833	-15,7111	84%	10,7	110
-10,3722	-10,3722	82%	3,3	56
-10,7389	-14,4944	81%	6,3	109
-10,7389	-16,3222	81%	10,6	109
-10,8722	-14,6278	78%	6,2	110
-11,3222	-16,4722	80%	9,1	98
-12,3167	-15,4333	81%	4,8	106
-12,3778	-18,2000	81%	10,3	116
-10,2056	-14,7000	74%	8,0	107
-8,9111	-14,3444	73%	11,3	107
-7,3000	-12,0500	68%	10,1	116
-6,0444	-11,7222	59%	14,4	101
-4,9111	-9,9611	57%	12,9	108
-3,8444	-8,0222	52%	10,5	89
-2,7833	-8,0167	53%	16,0	80
-2,7833	-7,3444	53%	12,8	72
-3,8778	-8,1944	56%	10,9	87
-5,1444	-9,7333	58%	11,0	87
-6,2278	-10,6222	68%	9,7	88
-6,4167	-10,6833	70%	9,2	87
-7,4500	-12,4722	75%	10,9	80
-8,0556	-11,4944	75%	6,5	88
-8,9444	-12,2167	78%	5,9	81
-9,1667	-9,1667	81%	3,5	38
-9,6278	-13,1833	84%	6,2	68
-8,9278	-12,4167	84%	6,3	34
-11,2056	-11,2056	87%	3,5	68
-11,7389	-15,7111	87%	6,4	48
-11,3167	-14,9778	87%	5,9	76
-12,8056	-15,9833	83%	4,8	23
-12,8500	-12,8500	83%	3,8	60
-13,5444	-13,5444	90%	1,4	76
-11,2500	-11,2500	87%	3,1	91
-6,3889	-8,8500	64%	5,1	107
-4,3333	-7,7889	55%	8,0	100
-2,9389	-6,1389	54%	7,9	79
-1,3000	-5,7389	44%	13,7	138
-0,3667	-4,2944	40%	12,3	124
-0,1611	-4,1389	40%	12,7	126
-1,1833	-4,6667	47%	9,9	126
-2,1222	-4,1778	54%	5,4	120
-3,0167	-3,0167	55%	3,6	86
-4,0500	-7,5056	63%	8,1	98
-5,0889	-7,4111	68%	5,1	24
-6,2278	-6,2278	69%	3,4	64
-6,3444	-9,5500	72%	6,5	56
-6,6611	-9,8778	76%	6,5	27
-7,3611	-10,7056	80%	6,5	21
-7,9167	-7,9167	84%	3,2	42
-1,8833	-1,8833	77%	3,7	36
-8,9833	-8,9833	88%	3,5	359
-10,0056	-10,0056	88%	2,5	9
-9,3889	-9,3889	87%	3,0	46
-10,0500	-12,9222	84%	4,9	29
-10,0500	-14,4944	84%	8,0	31
-10,0722	-10,0722	85%	4,8	42
-7,9833	-7,9833	84%	0,3	30
-6,1611	-6,1611	74%	4,8	157
-3,0889	-6,1500	69%	7,5	98
-1,3000	-3,8056	60%	6,8	218
-1,1833	-3,0000	60%	5,2	70
-0,1000	-3,2111	57%	9,3	48
-0,0278	-2,7833	56%	8,1	61
-0,0056	-3,2278	58%	9,7	80
0,1111	-2,9111	57%	9,1	73
0,0222	0,0222	58%	3,3	65
-0,0500	-0,0500	59%	4,8	76
-0,0500	-0,0500	64%	2,2	74
-1,1611	-3,3778	75%	6,1	45
-0,6278	-0,6278	75%	3,5	33
-0,5389	-2,6556	69%	6,1	102
-0,6278	-2,8056	75%	6,2	22
-0,6278	-0,6278	75%	3,3	67
-0,4944	-3,9333	75%	10,2	23
-0,6278	-2,9333	75%	6,5	50
-0,6500	-2,8944	75%	6,3	44
-0,6611	-0,6611	77%	4,6	41
-0,7389	-0,7389	78%	3,3	32
-1,3111	-4,2500	81%	8,0	21
-2,1111	-5,0333	80%	7,5	34
-1,3778	-4,6222	81%	8,9	59
0,8889	-0,6833	69%	5,3	40
2,6111	0,3667	58%	7,9	59
3,7889	1,3389	45%	9,5	68
3,8833	1,4333	48%	9,6	51
